ID,Name,Coordinates,Type,Province
1464,خلیل شهر,"53.641881734,36.702891735",city,34
1837,خمارلو,"47.02247475,39.156788131",city,1
1182,خمام,"56.47,32.01",county,32
442,خمیر,"55.518788746,27.276724108",county,36
425,خمین,"49.985274726,33.663704",county,35
60,خمینی شهر,"51.514475922,32.683792073",county,4
1576,خنافره,"48.639659949,30.634629081",city,20
274,خنج,"53.065758023,27.965582937",county,24
679,خنجین,"49.53123784,34.755266666",city,35
426,خنداب,"49.217627185,34.346980844",county,35
1774,خواجه,"46.598506642,38.160053426",city,1
605,خواجوشهر,"55.833906728,29.272045214",city,28
161,خواف,"60.02271461,34.401149167",county,18
61,خوانسار,"50.376222191,33.256597077",county,4
1533,خور,"54.343883381,27.642947715",city,24
1522,خور,"55.089148595,33.769288486",city,4
62,خور و بیابانک,"54.92941643,33.794859739",county,4
1608,خورزوق,"51.64859137,32.779886085",city,4
1739,خورسند,"55.079364483,30.163326972",city,28
577,خورموج,"51.383116555,28.649558245",city,7
1846,خوزی,"52.968086868,27.444933516",city,24
141,خوسف,"58.631319723,32.329424363",county,17
162,خوشاب,"58.003295834,36.50491701",county,18
985,خوشرودپی,"52.566223215,36.376253908",city,34
912,خوشه مهر,"46.13967975,37.311393124",city,1
791,خومه زار,"51.574948283,30.010505831",city,24
32,خوی,"44.770334864,38.605734392",county,2
928,خیراباد,"53.075276795,29.565708237",city,24
782,خیرگو,"53.251952943,27.515911983",city,24
1189,دابودشت,"52.447649869,36.478686615",city,34
275,داراب,"54.895602808,28.534588866",county,24
1074,داران,"50.407232885,32.989334643",city,4
651,دارخوین,"48.43091704,30.74966709",city,20
1361,داریان,"52.925689587,29.562633524",city,24
1002,داریان,"45.62730658,38.216242576",city,1
341,دالاهو,"46.249868243,34.408002237",county,29
12953,دالخانی,"56.47,32.01",city,34
1389,دالکی,"51.291676702,29.430205543",city,7
228,دامغان,"54.354339979,35.549960172",county,22
1085,دامنه,"50.48621149,33.01903089",city,4
585,دانسفهان,"49.742811713,35.812706101",city,25
789,داودآباد,"49.852720218,34.290000059",city,35
163,داورزن,"57.069840857,36.288282495",county,18
1168,دبیران,"54.185766921,28.40437851",city,24
945,درب بهشت,"57.337906511,29.235054082",city,28
1550,درب گنبد,"47.146977153,33.691648033",city,33
1488,درجزین,"53.335209927,35.646592814",city,22
688,درچه,"51.549147239,32.610540553",city,4
1806,درح,"60.4988136,32.285604123",city,17
803,درق,"56.211699961,36.972936129",city,19
164,درگز,"59.008891226,37.370433204",county,18
450,درگزین,"49.224382805,35.347235053",county,37
1624,درگهان,"56.06537191,26.958237252",city,36
142,درمیان,"60.128485431,32.948160625",county,17
91,دره شهر,"47.575316009,33.021391663",county,6
1796,درود,"59.117745087,36.138717357",city,18
1189,دزپارت,"56.47,32.01",county,20
1700,دزج,"47.968958689,35.06184264",city,27
204,دزفول,"48.848279962,32.576556987",county,20
1123,دژکرد,"51.960679726,30.716165898",city,24
561,دستجرد,"50.246151698,34.549358135",city,26
635,دستگرد,"51.665492889,32.803878041",city,4
809,دستناء,"50.769941877,32.057714109",city,16
205,دشت آزادگان,"48.096955524,31.69253853",county,20
18775,دشت عباس,"56.47,32.01",city,6
99,دشتستان,"51.348583362,29.247140951",county,7
743,دشتک,"50.455810089,32.162083032",city,16
828,دشتکار,"56.662247844,29.90639471",city,28
100,دشتی,"51.636061328,28.4427246",county,7
1196,دشتی,"53.004151877,27.180454762",city,36
240,دشتیاری,"56.47,32.01",county,23
1717,دلبران,"47.985382676,35.246059359",city,27
395,دلفان,"47.845609967,34.067687749",county,33
241,دلگان,"59.337880729,27.403382947",county,23
1162,دلگشا,"46.593855966,33.406155768",city,6
1407,دلند,"55.050054358,37.034156236",city,31
1791,دلوار,"51.066639744,28.759643103",city,7
427,دلیجان,"50.751062813,34.008485112",county,35
115,دماوند,"52.177190182,35.620139623",county,8
1709,دمق,"48.82188971,35.442534878",city,37
355,دنا,"51.25065011,31.028394942",county,30
1786,دندی,"47.626819744,36.554429833",city,21
1784,ده رئیس,"61.030323651,27.674083286",city,23
63,دهاقان,"51.61648665,31.991842541",county,4
1134,دهبارز,"57.195398792,27.441719017",city,36
534,دهج,"54.880240192,30.691966453",city,28
564,دهدز,"50.290477573,31.709361204",city,20
905,دهدشت,"50.573757349,30.794808177",city,30
644,دهرم,"52.305174808,28.491042081",city,24
1818,دهسرخ,"51.664835641,32.409837167",city,4
1444,دهق,"50.961553524,33.097281117",city,4
762,دهکهان,"57.524536192,27.692644783",city,28
1797,دهکویه,"54.419485422,27.855867545",city,24
306,دهگلان,"47.353260511,35.328122696",county,27
92,دهلران,"47.285616415,32.659906284",county,6
1087,دهنو اسلام اباد,"59.11980786,28.790917339",city,28
631,دوبرجی,"55.193167231,28.308767765",city,24
1568,دوراهک,"51.960252508,27.949426521",city,7
396,دورود,"49.069994831,33.51770221",county,33
541,دوزدوزان,"47.12357094,37.948925921",city,1
678,دوزه,"52.955496185,28.700786874",city,24
990,دوزین,"55.579009804,37.127431632",city,31
892,دوساری,"57.933041949,28.42787807",city,28
1714,دوست محمد,"61.793034969,31.13959054",city,23
622,دوگنبدان,"50.787193425,30.362179811",city,30
1343,دولت آباد,"51.690410435,32.796414185",city,4
1077,دولت آباد,"59.523257149,35.286370243",city,18
891,دیباج,"54.22769713,36.429044003",city,22
101,دیر,"51.686032637,28.017608473",county,7
1356,دیزج حسین بیگ,"56.47,32.01",city,1
653,دیزج دیز,"45.025667291,38.46179236",city,2
808,دیزیچه,"51.518434915,32.390744335",city,4
1053,دیشموک,"50.400946905,31.298848214",city,30
102,دیلم,"50.347642741,30.025212568",county,7
783,دیلمان,"49.908245885,36.896319867",city,32
1735,دیهوک,"57.520402443,33.284650839",city,17
307,دیواندره,"46.947401861,35.951180364",county,27
320,رابر,"57.003117344,29.231731599",county,28
1345,رادکان,"59.010592592,36.801610336",city,18
1298,راز,"57.109288283,37.9356143",city,19
186,راز و جرگلان,"56.909662903,38.088850943",county,19
982,رازقان,"49.959198835,35.33305689",city,35
1060,رازمیان,"50.21033875,36.540882857",city,25
242,راسک,"61.672399008,26.272060032",county,23
1353,رامجرد,"52.592953325,30.075139577",city,24
407,رامسر,"50.538003457,36.764136982",county,34
206,رامشیر,"49.389658623,30.95075146",county,20
207,رامهرمز,"49.659260307,31.213413812",county,20
363,رامیان,"55.091021195,36.959993826",county,31
1029,رانکوه,"50.237465079,37.053912734",city,32
321,راور,"57.1377497,31.327947242",county,28
1214,راین,"57.432887387,29.594653495",city,28
497,رباط,"46.805675352,34.269328504",city,29
1332,رباط سنگ,"59.19694742,35.548587303",city,18
123,رباط کریم,"51.049538049,35.492221114",county,8
1450,ربط,"45.546198127,36.205167254",city,2
528,رحمت آباد,"56.47,32.01",city,24
1695,رحمت آباد,"59.061467634,28.641079634",city,28
1712,رحیم آباد,"50.3339358,37.030011685",city,32
451,رزن,"48.858802347,35.473464264",county,37
1841,رزوه,"50.568473467,32.836133645",city,4
474,رستاق,"55.07528003,28.447375655",city,24
276,رستم,"51.369178086,30.401359341",county,24
903,رستم آباد,"49.493763013,36.898476053",city,32
735,رستمکلا,"53.425325302,36.679150281",city,34
377,رشت,"49.676291961,37.252120592",county,32
165,رشتخوار,"59.437549088,34.871340716",county,18
772,رضوان,"55.795573916,37.185312685",city,22
378,رضوانشهر,"48.955671047,37.532393923",county,32
778,رضوانشهر,"51.11090531,32.703056701",city,4
755,رضویه,"59.768653076,36.20934829",city,18
609,رضی,"48.099023013,38.629796967",city,3
322,رفسنجان,"55.896339562,30.527445698",county,28
1321,رفیع,"47.89194397,31.596984527",city,20
517,رمشک,"58.801499436,26.829952259",city,28
867,رمکان,"56.47,32.01",city,36
342,روانسر,"46.604019543,34.724603957",county,29
1540,رود زرد ماشین,"49.722528463,31.369535432",city,20
1248,روداب,"57.313794284,36.020222395",city,18
443,رودان,"57.170207155,27.590649183",county,36
379,رودبار,"49.623884767,36.795902987",county,32
1081,رودبار,"57.990071118,28.035168644",city,28
323,رودبارجنوب,"58.450091231,27.868528982",county,28
737,رودبنه,"49.999298181,37.257372248",city,32
380,رودسر,"50.322597402,36.885153048",county,32
1765,رودهن,"51.918072658,35.731817482",city,8
1547,روشناوند,"58.910834706,34.465395704",city,18
397,رومشکان,"47.39819127,33.274119713",county,33
913,رونیز,"53.768563645,29.186936848",city,24
1604,رویان,"51.970416969,36.568925133",city,34
1027,رویان,"56.47,32.01",city,22
1485,رویدر,"55.41741754,27.465516117",city,36
124,ری,"51.297942018,35.35193148",county,8
1767,ریجاب,"45.987582591,34.470978552",city,29
1334,ریحان,"56.725785038,30.735331943",city,28
1305,ریز,"52.078259788,28.048540377",city,7
1308,ریگ ملک,"61.695337199,28.755467793",city,23
324,ریگان,"59.074110582,28.427416106",county,28
1737,رینه,"52.167458589,35.881845911",city,34
959,ریواده,"57.108447575,36.79041381",city,18
975,ریوش,"58.454780021,35.473798778",city,18
646,ریوند,"57.339878999,36.230178186",city,18
243,زابل,"61.563718626,31.0474205",county,23
759,زابلی,"61.67350668,27.132818807",city,23
1192,زارچ,"56.47,32.01",county,38
1187,زازران,"51.497728152,32.599068067",city,4
594,زاغه,"48.705416932,33.501086542",city,33
244,زاهدان,"60.169608058,29.619672861",county,23
1245,زاهدشهر,"53.804361254,28.748280852",city,24
166,زاوه,"59.734232195,35.286541103",county,18
591,زاووت,"49.686703825,32.403363088",city,20
1858,زاویه,"50.56780077,35.381698129",city,35
979,زاینده رود,"51.254129601,32.378648359",city,4
167,زبرخان,"59.089335391,36.081554537",county,18
245,زرآباد,"56.47,32.01",county,23
801,زرآباد,"44.583715398,38.806431661",city,2
277,زرقان,"52.83652761,29.731791714",county,24
512,زرگر,"52.57215292,36.527344789",city,34
325,زرند,"56.301452634,30.931471268",county,28
428,زرندیه,"50.337950812,35.366301411",county,35
1790,زرنق,"47.073600184,38.095443271",city,1
1313,زرنه,"46.185483898,33.926871337",city,6
704,زرین آباد,"48.285825626,36.433958507",city,21
278,زرین دشت,"54.462722858,28.294956155",county,24
1260,زرین رود,"48.485826713,35.759103498",city,21
1515,زرین شهر,"51.376427184,32.39046369",city,4
563,زرینه,"46.918825215,36.058974181",city,27
223,زنجان,"48.214019433,36.849001392",county,21
796,زنگنه,"49.012887751,34.153832938",city,37
1300,زنگی آباد,"52.859273839,29.976342303",city,24
817,زنگی آباد,"56.912638959,30.412950896",city,28
1494,زنوز,"45.783272808,38.570922799",city,1
633,زهان,"59.8018975,33.412675598",city,17
552,زهرا,"48.293144896,39.048121854",city,3
1391,زهره,"49.683881149,30.46463589",city,20
246,زهک,"61.628952858,30.834599613",county,23
758,زهکلوت,"58.603772889,27.794320758",city,28
1734,زهوکی,"56.47,32.01",city,36
1701,زواره,"52.489349136,33.456298879",city,4
781,زیار,"51.940313228,32.509726427",city,4
572,زیاران,"50.527004198,36.117176137",city,25
1382,زیارت,"57.886773294,37.442099188",city,19
1636,زیارتعلی,"57.227868613,27.738578602",city,36
1521,زیباشهر,"51.567009008,32.384736735",city,4
1402,زیدآباد,"55.53579943,29.599566076",city,28
562,زیر آب,"52.972284983,36.179774495",city,34
143,زیرکوه,"60.219177202,33.535953982",county,17
18642,زیوه,"56.47,32.01",city,3
890,ساربوک,"60.594325406,26.19423697",city,23
1223,ساروق,"49.507289059,34.408572546",city,35
408,ساری,"53.358701338,36.326480395",county,34
1193,سالند,"48.833416801,32.496370301",city,20
133,سامان,"50.882811353,32.550609018",county,16
1408,سامن,"48.703620812,34.209754999",city,37
81,ساوجبلاغ,"50.823955566,36.00697198",county,5
429,ساوه,"50.045243744,35.078230347",county,35
168,سبزوار,"57.409276252,35.944215518",county,18
1312,سپید دشت,"48.884455886,33.218335372",city,33
18857,سپیدار,"56.47,32.01",city,30
279,سپیدان,"51.99948625,30.253847215",county,24
1247,سجاس,"48.562446096,36.240641434",city,21
1839,سده,"52.178835554,30.710788947",city,24
917,سده,"56.47,32.01",city,18
1275,سده لنجان,"51.313053932,32.378085648",city,4
999,سرآبله,"46.566098321,33.766089546",city,6
10,سراب,"47.470262969,37.980214962",county,1
602,سراب باغ,"47.575593553,32.898316078",city,6
1574,سراب حمام,"47.692566315,33.114952493",city,33
940,سراب دوره,"48.021865045,33.562893863",city,33
247,سراوان,"62.490078371,27.260370462",county,23
144,سرایان,"58.327634289,33.493399674",county,17
248,سرباز,"61.207452965,26.683461385",county,23
145,سربیشه,"60.079862727,32.440304716",county,17
343,سرپل ذهاب,"45.896806345,34.530904868",county,29
551,سرجنگل,"60.389199015,28.886885391",city,23
280,سرچهان,"53.696783665,30.090453498",county,24
1860,سرخ رود,"52.456295366,36.673128755",city,34
169,سرخس,"60.775995821,36.298240104",county,18
1436,سرخنکلاته,"54.568092969,36.891017404",city,31
229,سرخه,"53.146727477,34.929422297",county,22
1120,سرخون,"50.553510175,31.740227278",city,16
1538,سرداران,"48.792754945,32.017734312",city,20
1697,سردرود,"46.144359202,38.031193075",city,1
33,سردشت,"45.46510449,36.232613213",county,2
1452,سردشت,"50.212646574,30.325559719",city,20
723,سردشت,"57.903290832,26.456382143",city,36
1558,سردشت لردگان,"50.844284351,31.385276093",city,16
46,سرعین,"47.99332506,38.188127161",county,3
910,سرفاریاب,"50.847418619,30.803634581",city,30
680,سرکان,"48.449883745,34.602001523",city,37
1340,سرگز,"56.657880939,27.944197966",city,36
1731,سرمست,"46.330863414,34.028458879",city,29
1777,سرو,"44.642850794,37.727487344",city,2
308,سروآباد,"46.375408796,35.243941601",county,27
281,سروستان,"53.116109852,29.234140036",county,24
1447,سریش آباد,"47.785127497,35.257137736",city,27
1432,سطر,"47.461917646,34.81182526",city,29
986,سعادت شهر,"53.133351723,30.071557488",city,24
885,سعدآباد,"51.11593917,29.385512614",city,7
871,سعیدآباد,"56.47,32.01",city,8
1307,سفید دشت,"51.183791214,32.131115192",city,16
852,سفید سنگ,"60.100181181,35.660659243",city,18
793,سفیدشهر,"51.349903067,34.1280234",city,4
309,سقز,"46.371548417,36.158358439",county,27
1781,سگزآباد,"49.939701338,35.773427705",city,25
1266,سگزی,"56.47,32.01",city,4
487,سلامی,"59.977110364,34.745444323",city,18
398,سلسله,"48.210399793,33.835229149",county,33
1517,سلطان آباد,"58.036902728,36.402910687",city,18
579,سلطان آباد,"49.700200673,31.050220732",city,20
1440,سلطان شهر,"53.24207438,29.633861549",city,24
224,سلطانیه,"48.824779213,36.486742487",county,21
1311,سلفچگان,"50.458736692,34.473504259",city,26
34,سلماس,"44.672134341,38.141046449",county,2
1761,سلمانشهر,"51.20141625,36.701885332",city,34
1653,سماله,"48.857796106,32.199937268",city,20
190,سملقان,"56.596086024,37.671275877",county,19
230,سمنان,"53.801903446,35.054348533",county,22
64,سمیرم,"51.601455306,31.282824407",county,4
1662,سمیع آباد,"60.900535432,35.143538523",city,18
502,سنته,"46.548496938,36.171098149",city,27
1613,سنخواست,"56.855941038,37.102129447",city,19
616,سندرک,"57.425913083,26.837028696",city,36
344,سنقر,"47.548090386,34.86822958",county,29
1395,سنگان,"60.254082434,34.399252901",city,18
1425,سنگدوین,"54.856574661,36.997472362",city,31
873,سنگر,"49.695482141,37.179047936",city,32
310,سنندج,"46.892544245,35.375607973",county,27
731,سه قلعه,"58.396852045,33.663880425",city,17
583,سهرورد,"48.445375018,36.07084321",city,21
409,سوادکوه,"52.962470901,36.056484754",county,34
410,سوادکوه شمالی,"52.848831354,36.267154278",county,34
834,سودجان,"50.397520271,32.522386407",city,16
1384,سوران,"61.990363352,27.287470228",city,23
744,سورشجان,"50.682978428,32.315150196",city,16
545,سورک,"53.210748781,36.59669799",city,34
862,سورمق,"52.848233466,31.030741352",city,24
9991,سوری,"56.47,32.01",city,33
1501,سوزا,"56.062718087,26.782220099",city,36
972,سوسنگرد,"48.187100085,31.558853165",city,20
571,سوق,"50.463684226,30.840399579",city,30
1388,سومار,"45.640657349,33.884121319",city,29
1601,سی سخت,"51.461009557,30.85699934",city,30
1387,سیاه منصور,"48.497167754,32.330599288",city,20
381,سیاهکل,"49.906454763,36.939164377",county,32
1770,سیب,"56.47,32.01",city,23
249,سیب و سوران,"61.850773363,27.309945116",county,23
12817,سیجوال,"56.47,32.01",city,31
587,سیدآباد,"58.95351541,36.747265131",city,18
1164,سیدان,"53.004664817,30.004948519",city,24
847,سیراف,"52.357697188,27.656624729",city,7
326,سیرجان,"55.682664124,29.33420394",county,28
1317,سیردان,"49.191122348,36.648072274",city,25
823,سیرکان,"62.645937879,26.835973644",city,23
93,سیروان,"46.672856551,33.607190274",county,6
1718,سیریز,"55.970951161,31.017007045",city,28
444,سیریک,"57.222797828,26.484877737",county,36
1606,سیس,"45.819039766,38.196336371",city,1
785,سیلوانه,"44.85124601,37.42173854",city,2
411,سیمرغ,"52.813442089,36.575921855",county,34
559,سیمین شهر,"54.228750641,37.014643641",city,31
1867,سیمینه,"46.149334066,36.730778002",city,2
1696,سین,"51.65595264,32.852817333",city,4
753,سیه چشمه,"44.382927195,39.063905911",city,2
1058,سیه رود,"46.003615728,38.864393527",city,1
1840,شاپور آباد,"49.702541766,33.249382894",city,33
478,شاپورآباد,"51.742556603,32.843516457",city,4
208,شادگان,"48.677834217,30.644375088",county,20
1477,شادمهر,"59.037698056,35.172970792",city,18
430,شازند,"49.302141037,33.893716448",county,35
620,شال,"49.766147703,35.89697962",city,25
875,شاندیز,"59.319973364,36.401013136",city,18
1473,شاهد شهر,"51.085701923,35.576653524",city,8
1385,شاهدیه,"54.279189437,31.942980854",city,38
231,شاهرود,"55.607621259,35.442165727",county,22
18662,شاهنجرین,"56.47,32.01",city,37
983,شاهو,"46.461324201,34.932927678",city,29
35,شاهین دژ,"46.639182004,36.669019139",county,2
1059,شاهین شهر,"51.548027365,32.858108453",city,4
65,شاهین شهر و میمه,"51.183003016,33.302332388",county,4
761,شاوور,"48.303469996,32.050572736",city,20
505,شباب,"46.637476279,33.749851846",city,6
1441,شبانکاره,"50.992776133,29.471120343",city,7
11,شبستر,"45.663598051,38.218822013",county,1
1703,شرافت,"48.766761067,32.0861357",city,20
492,شربیان,"47.103995903,37.895224646",city,1
1573,شرفخانه,"45.491358992,38.180326715",city,1
1779,شروینه,"46.358371959,34.827574144",city,29
1593,شریف آباد,"51.77757243,35.438563533",city,8
1733,شریفیه,"50.149455641,36.21204432",city,25
170,ششتمد,"57.945282375,35.834500306",county,18
1205,ششده,"53.996380943,28.94969707",city,24
382,شفت,"49.374404606,37.083770894",county,32
706,شلمان,"50.218191288,37.157982068",city,32
957,شلمزار,"50.814107028,32.047482468",city,16
1462,شمس آباد,"48.431081944,32.297168172",city,20
637,شمشک,"51.488207561,36.010879324",city,8
1194,شمیرانات,"56.47,32.01",county,8
1079,شنبه,"51.763580576,28.396418175",city,7
1559,شند آباد,"45.62842106,38.149393855",city,1
689,شهباز,"49.534860108,33.880688675",city,35
677,شهداد,"57.701886039,30.420022668",city,28
642,شهر جدید اندیشه,"51.020861013,35.704542909",city,8
1109,شهر جدید مجلسی,"51.499106865,32.197202245",city,4
774,شهر جدیدعلوی,"56.47,32.01",city,36
1289,شهرآباد,"57.936927625,35.148356417",city,18
589,شهرامام,"48.434037146,32.219502668",city,20
327,شهربابک,"55.004658462,30.222337691",county,28
1757,شهرپیر,"54.333860094,28.308051445",city,24
599,شهرجدید امیرکبیر,"56.47,32.01",city,35
1641,شهرجدیدپردیس,"51.809321065,35.746074964",city,8
746,شهرجدیدپرند,"50.977343595,35.463781679",city,8
1631,شهرجدیدسهند,"46.138889412,37.936968255",city,1
1328,شهرجدیدصدرا,"52.524950852,29.759006376",city,24
1555,شهرجدیدمهاجران,"49.436245363,34.05083978",city,35
1292,شهرجدیدهشتگرد,"50.731523815,35.981439877",city,5
1261,شهرزو,"59.930862971,36.747359649",city,18
66,شهرضا,"51.884305686,31.868410808",county,4
134,شهرکرد,"50.798436298,32.303000849",county,16
1091,شهرکهنه,"56.47,32.01",city,18
108,شهریار,"51.039408711,35.610076861",county,8
968,شهمیرزاد,"53.336670946,35.769999575",city,22
1304,شوسف,"60.010759546,31.802494004",city,17
209,شوش,"48.11244016,32.139339505",county,20
210,شوشتر,"48.877881821,31.884244513",county,20
36,شوط,"44.836002328,39.144469559",county,2
1745,شوقان,"56.892008777,37.34362948",city,19
1241,شول آباد,"49.187101789,33.188970903",city,33
1787,شویشه,"46.675982307,35.356569859",city,27
806,شیبان,"48.794398447,31.404679461",city,20
282,شیراز,"52.37247114,29.583144595",county,24
1330,شیرگاه,"52.882065123,36.303854291",city,34
187,شیروان,"57.888983196,37.55076337",county,19
1341,شیرود,"50.792887154,36.845378124",city,34
1281,شیرین سو,"48.452061919,35.493508333",city,37
590,شیرین شهر,"56.47,32.01",city,20
1129,صائین قلعه,"49.071661452,36.312668464",city,21
1862,صاحب,"46.461464892,36.20447783",city,27
1582,صادق آباد,"55.675218423,37.375434843",city,31
171,صالح آباد,"60.953519735,35.700051561",county,18
632,صالح آباد,"46.189291369,33.469881938",city,6
658,صالح آباد,"48.339331914,34.921780554",city,37
558,صالح شهر,"48.667123136,32.217606695",city,20
694,صالحیه,"51.188537569,35.504703301",city,8
490,صبا شهر,"51.119904118,35.579590033",city,8
345,صحنه,"47.484717132,34.572833206",county,29
640,صغاد,"52.5166626,31.191424268",city,24
866,صفائیه,"55.813548143,30.827323339",city,28
1393,صفادشت,"50.853148842,35.687796916",city,8
1868,صفاشهر,"53.166998668,30.599692121",city,24
1188,صفی آباد,"48.424709626,32.25842705",city,20
921,صفی آباد,"57.925572509,36.696169714",city,19
1632,صمصامی,"50.272024584,32.167477339",city,16
573,صوفیان,"45.993147718,38.277821676",city,1
383,صومعه سرا,"49.293384328,37.356630272",county,32
1231,صیدون,"56.47,32.01",county,20
797,ضیاءآباد,"49.490483092,36.016531806",city,25
1069,طاد,"56.47,32.01",city,4
225,طارم,"48.909861712,36.952858135",county,21
1592,طاقانک,"50.838125374,32.223534192",city,16
1435,طالخونچه,"51.563806145,32.25916397",city,4
82,طالقان,"50.808824377,36.208641501",county,5
146,طبس,"56.83813092,33.316396854",county,17
1082,طبس مسینا,"60.221850268,32.810075924",city,17
1161,طبقده,"53.200590621,36.762496129",city,34
1842,طبل,"55.726759543,26.757515657",city,36
1707,طرق رود,"51.790329551,33.356093791",city,4
1224,طرقبه,"59.360898571,36.310212601",city,18
153,طرقبه شاندیز,"59.327063577,36.292491575",county,18
1543,طسوج,"52.705755917,29.267826924",city,24
384,طوالش,"48.782709439,37.887632154",county,32
10169,عاشقلو,"56.47,32.01",city,1
584,عالی شهر,"51.069429462,28.933281618",city,7
412,عباس آباد,"51.152509625,36.650229081",county,34
1211,عباس آبادسردار,"59.079946484,28.680214661",city,28
12,عجب شیر,"45.811434183,37.486634067",county,1
1348,عسگران,"50.853511475,32.863540766",city,4
103,عسلویه,"52.717550784,27.434551547",county,7
819,عشق آباد,"56.928755735,34.361465711",city,17
470,عشق آباد,"58.682487178,36.042530712",city,18
601,عصمت آباد,"50.066467148,35.847469374",city,25
1560,عقدا,"53.633389665,32.442235947",city,38
859,علامرودشت,"53.006223698,27.621056583",city,24
1567,علویجه,"51.079361088,33.047241581",city,4
672,علی آباد,"54.865359706,36.910249052",city,31
598,علی آباد,"57.854103832,28.547002408",city,28
364,علی آباد کتول,"54.862521233,36.839722658",county,31
1585,علی اکبر,"61.327234445,30.938871225",city,23
1086,علیشاه (علی آباد),"45.834882788,38.140246175",city,1
1878,عمادشهر,"53.855248694,27.4432085",city,24
978,عنبر,"49.015110034,32.26383533",city,20
328,عنبرآباد,"58.162404584,28.408678569",county,28
1445,عنبران,"48.428161499,38.498849904",city,3
1097,غرق آباد,"49.834071018,35.10896451",city,35
18629,غلامان,"56.47,32.01",city,19
135,فارسان,"50.559556021,32.225510324",county,16
896,فارغان,"56.250740912,28.012427015",city,36
188,فاروج,"58.17488788,37.187024525",county,19
608,فاروق,"53.049215096,29.963626591",city,24
329,فاریاب,"57.234322637,28.186631587",county,28
1233,فاضل آباد,"54.751812173,36.900954749",city,31
1132,فال,"52.696944286,27.627969412",city,24
452,فامنین,"49.193851584,35.086686835",county,37
1667,فتح آباد,"56.47,32.01",city,24
1083,فتح آباد,"51.542530115,31.602788679",city,4
926,فتح المبین,"48.150267191,32.314274861",city,20
1508,فخرآباد,"47.890371452,38.520576927",city,3
1615,فدامی,"55.134807795,28.215379188",city,24
956,فرادنبه,"51.215837378,32.008106763",city,16
283,فراشبند,"52.210130506,28.634635094",county,24
1783,فراغی,"55.593825749,37.527703353",city,31
431,فراهان,"49.634218411,34.633145099",county,35
779,فرح آباد,"53.107643532,36.798146869",city,34
1267,فرخشهر,"56.47,32.01",county,16
1428,فرخی,"54.947372349,33.843389961",city,4
147,فردوس,"57.970116923,33.954567327",county,17
863,فردوسیه,"51.060425901,35.606025632",city,8
83,فردیس,"50.968200994,35.739337407",county,5
1831,فرسفج,"48.290427468,34.48641611",city,37
18666,فرگ قلعه,"56.47,32.01",city,18
966,فرمهین,"49.688402835,34.502826112",city,35
1170,فرهادگرد,"59.731247685,35.765075572",city,18
1859,فرون آباد,"51.622905053,35.506815929",city,8
67,فریدن,"50.410650309,32.97674171",county,4
68,فریدونشهر,"49.99835787,32.853944506",county,4
413,فریدونکنار,"52.528968112,36.646609311",county,34
734,فریم,"53.271203317,36.172814096",city,34
172,فریمان,"59.887563186,35.698031608",county,18
284,فسا,"53.786549569,28.951406402",county,24
1183,فشم,"51.507497319,35.907532695",city,8
1187,فلارد,"56.47,32.01",county,16
69,فلاورجان,"51.529830509,32.516538829",county,4
250,فنوج,"59.535899179,26.728295896",county,23
330,فهرج,"59.165302343,29.086922767",county,28
1157,فولادشهر,"51.402102515,32.482546626",city,4
385,فومن,"49.166112818,37.184021781",county,32
1354,فیرورق,"44.830182939,38.585902116",city,2
881,فیروز آباد,"48.103410885,33.898414963",city,33
285,فیروزآباد,"52.563471334,28.894400078",county,24
12954,فیروزآباد,"56.47,32.01",city,3
1040,فیروزان,"48.11503413,34.358421943",city,37
116,فیروزکوه,"52.670502848,35.713983716",county,8
173,فیروزه,"58.407628421,36.318955519",county,18
1013,فیض آباد,"58.784471673,35.018994478",city,18
12842,فیل آباد,"56.47,32.01",city,16
1600,فین,"55.887099974,27.631993191",city,36
414,قائم شهر,"52.87932964,36.455928314",county,34
1115,قائمیه,"51.592715525,29.848813513",city,24
148,قائنات,"59.192611098,33.720187365",county,17
973,قادرآباد,"53.254685657,30.276823394",city,24
1699,قاسم آباد,"59.861308155,34.359953112",city,18
12863,قاسم آباد,"56.47,32.01",city,23
1520,قاضی,"56.747033906,37.495457104",city,19
18735,قاهان,"56.47,32.01",city,26
1284,قاین,"59.185082902,33.724153313",city,17
110,قدس,"51.113786254,35.703382657",county,8
962,قدمگاه,"59.05451468,36.106468461",city,18
125,قرچک,"51.560073,35.411066973",county,8
1861,قرق,"54.710956493,36.890345725",city,31
1669,قرقری,"61.716903134,31.265702298",city,23
750,قره آغاج,"46.973795072,37.129004779",city,1
1810,قره بلاغ,"54.132047737,28.90133269",city,24
1799,قره ضیاءالدین,"45.005632195,38.882916389",city,2
311,قروه,"47.828501687,35.224141421",county,27
1252,قروه درگزین,"49.101937485,35.313096944",city,37
302,قزوین,"49.8559885,36.469256678",county,25
475,قشلاق,"50.423534145,36.013980743",city,25
445,قشم,"55.831555994,26.782987058",county,36
1101,قصابه,"47.487673892,38.367278568",city,3
346,قصرشیرین,"45.61366779,34.210830167",county,29
251,قصرقند,"60.801140025,26.062490631",county,23
1536,قطب آباد,"53.637128523,28.639867618",city,24
784,قطرویه,"54.708298885,29.140641834",city,24
1112,قطور,"44.408342911,38.471907805",city,2
1163,قلعه,"46.898950175,34.735874277",city,29
1566,قلعه تل,"49.887956201,31.627400828",city,20
